cell_id,target,method,policy,alpha,rule_corrected,q_corrected,lambda_corrected,empirical_calibration_risk_corrected,corrected_calibration_risk_corrected,fallback_full_corrected,n_calibration_corrected,n_test_corrected,risk_corrected,mean_atom_fraction_corrected,precision_corrected,iou_corrected,full_molecule_fraction_corrected,rule_naive,q_naive,lambda_naive,empirical_calibration_risk_naive,corrected_calibration_risk_naive,fallback_full_naive,n_calibration_naive,n_test_naive,risk_naive,mean_atom_fraction_naive,precision_naive,iou_naive,full_molecule_fraction_naive,same_point,delta_q,delta_lambda,delta_risk,delta_mean_atom_fraction,delta_precision,delta_iou,delta_full_molecule_fraction
liver__gcn__seed2026,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.05,corrected,95,0.9500000000000001,0.01544011544011544,0.04439775910364146,False,33,31,0.008960573476702509,0.9738696534249016,0.27602671040947474,0.2750288376835442,0.3548387096774194,naive,92,0.92,0.0385040885040885,0.06678338001867413,False,33,31,0.01144196305486628,0.9472535381731719,0.2804578422224399,0.27886443599775007,0.0967741935483871,False,3,0.030000000000000027,-0.002481389578163771,0.02661611525172969,-0.004431131812965172,-0.003835598314205879,0.25806451612903225
liver__gcn__seed2026,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.1,corrected,90,0.9,0.07065897065897066,0.09799253034547152,False,33,31,0.03576351963448738,0.9268310984072046,0.2841263255341096,0.2814026178875408,0.06451612903225806,naive,86,0.86,0.09514472455648924,0.12175811501071016,False,33,31,0.07255110480916932,0.8916282264548719,0.28590794436214795,0.28146860052259326,0.06451612903225806,False,4,0.040000000000000036,-0.03678758517468194,0.035202871952332626,-0.001781618828038345,-6.598263505247504e-05,0.0
liver__gcn__seed2026,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.2,corrected,74,0.74,0.17462466727172601,0.19890041235196937,False,33,31,0.12113513726416951,0.7662330372259809,0.3080718458505577,0.2943177447375233,0.0,naive,71,0.71,0.18605223752282574,0.2099918775956838,False,33,31,0.1236165268423333,0.743362980350736,0.31426130236462674,0.2989073935372335,0.0,False,3,0.030000000000000027,-0.002481389578163795,0.022870056875244904,-0.006189456514069047,-0.004589648799710189,0.0
liver__gcn__seed2026,hepatotoxic_class,gradinput,index_tiebreak_v1,0.05,corrected,94,0.9400000000000001,0.019817219817219817,0.048646125116713346,False,33,31,0.04113986372050888,0.9649302124271364,0.27086164909566773,0.26804292054984086,0.22580645161290322,naive,90,0.9,0.04692159692159693,0.07495331465919702,False,33,31,0.047205482689353664,0.9252950000969127,0.27983845532094226,0.275790275755674,0.06451612903225806,False,4,0.040000000000000036,-0.006065618968844784,0.03963521233022371,-0.008976806225274525,-0.00774735520583314,0.16129032258064516
liver__gcn__seed2026,hepatotoxic_class,gradinput,index_tiebreak_v1,0.1,corrected,85,0.85,0.07105579605579605,0.09837768440709617,False,33,31,0.06463429044074205,0.8722136505886832,0.2902365877387877,0.2840735989557088,0.0,naive,84,0.84,0.09563492063492063,0.12223389355742297,False,33,31,0.06463429044074205,0.8620010109363151,0.2924421474259837,0.2862632679707293,0.0,False,1,0.010000000000000009,0.0,0.010212639652368072,-0.0022055596871959904,-0.0021896690150205456,0.0
liver__gcn__seed2026,hepatotoxic_class,gradinput,index_tiebreak_v1,0.2,corrected,76,0.76,0.1742490624843566,0.19853585476422847,False,33,31,0.10177635984087596,0.7857329420128534,0.3035063723975205,0.2908864648130668,0.0,naive,74,0.74,0.19724371489077375,0.2208541938645745,False,33,31,0.12033754775690259,0.7662330372259809,0.3040123164754604,0.287229624672914,0.0,False,2,0.020000000000000018,-0.018561187916026622,0.01949990478687247,-0.0005059440779399127,0.003656840140152773,0.0
liver__gcn__seed2026,hepatotoxic_class,gradinput,include_all_exact_ties_v2,0.05,corrected,94,0.9400000000000001,0.019817219817219817,0.048646125116713346,False,33,31,0.04113986372050888,0.9665431156529428,0.26967319408717877,0.2668544655413519,0.25806451612903225,naive,90,0.9,0.04692159692159693,0.07495331465919702,False,33,31,0.047205482689353664,0.930855568560707,0.2787228665143518,0.27472184786211884,0.0967741935483871,False,4,0.040000000000000036,-0.006065618968844784,0.03568754709223587,-0.009049672427173028,-0.007867382320766947,0.16129032258064516
liver__gcn__seed2026,hepatotoxic_class,gradinput,include_all_exact_ties_v2,0.1,corrected,85,0.85,0.07105579605579605,0.09837768440709617,False,33,31,0.06463429044074205,0.8864397918309533,0.28666930518169187,0.28050631639861295,0.0967741935483871,naive,83,0.8300000000000001,0.09741745182921653,0.12396399736365134,False,33,31,0.06711568001890583,0.8673288357880733,0.2908474442608221,0.28419878369062535,0.06451612903225806,False,2,0.019999999999999907,-0.0024813895781637813,0.019110956042880045,-0.0041781390791302275,-0.0036924672920123913,0.03225806451612903
liver__gcn__seed2026,hepatotoxic_class,gradinput,include_all_exact_ties_v2,0.2,corrected,76,0.76,0.1742490624843566,0.19853585476422847,False,33,31,0.10177635984087596,0.7917437614879085,0.30082493762780044,0.28827509768557064,0.03225806451612903,naive,74,0.74,0.19724371489077375,0.2208541938645745,False,33,31,0.12033754775690259,0.772243856701036,0.30133088170574035,0.28461825754541786,0.03225806451612903,False,2,0.020000000000000018,-0.018561187916026622,0.01949990478687247,-0.0005059440779399127,0.003656840140152773,0.0
liver__gcn__seed2026,hepatotoxic_class,ig,index_tiebreak_v1,0.05,corrected,91,0.91,0.008116883116883118,0.037289915966386554,False,33,31,0.048997597384694155,0.939553010556796,0.2740154712337672,0.270446527498735,0.06451612903225806,naive,86,0.86,0.0395983645983646,0.06784547152194212,False,33,31,0.05616605616605617,0.886507898753899,0.2876509001944428,0.2828980978185504,0.03225806451612903,False,5,0.050000000000000044,-0.007168458781362012,0.05304511180289695,-0.0136354289606756,-0.01245157031981542,0.03225806451612903
liver__gcn__seed2026,hepatotoxic_class,ig,index_tiebreak_v1,0.1,corrected,84,0.84,0.0672077922077922,0.09464285714285714,False,33,31,0.07861672377801411,0.8620010109363151,0.2862444174379311,0.2782637271011694,0.0,naive,79,0.79,0.09424284865461335,0.12088276487065412,False,33,31,0.09756193627161369,0.8164803309362875,0.2948064824068649,0.28448608579115214,0.0,False,5,0.04999999999999993,-0.01894521249359958,0.045520680000027625,-0.008562064968933802,-0.006222358689982721,0.0
liver__gcn__seed2026,hepatotoxic_class,ig,index_tiebreak_v1,0.2,corrected,70,0.7000000000000001,0.17540814305520183,0.19966084473004883,False,33,31,0.13817992043798494,0.7288413779764066,0.30545995364755973,0.2834279006909805,0.0,naive,67,0.67,0.19359828624534506,0.21731598370871727,False,33,31,0.15466343692150145,0.7014316836661036,0.3083085745619017,0.2809027067772221,0.0,False,3,0.030000000000000027,-0.016483516483516508,0.027409694310302934,-0.0028486209143419594,0.0025251939137583834,0.0
liver__gcn__seed2026,hepatotoxic_class,ig,include_all_exact_ties_v2,0.05,corrected,91,0.91,0.008116883116883118,0.037289915966386554,False,33,31,0.048997597384694155,0.9451135790205901,0.27220398334418083,0.2686350396091487,0.16129032258064516,naive,86,0.86,0.0395983645983646,0.06784547152194212,False,33,31,0.05616605616605617,0.8962025499808083,0.2860104777985025,0.28130483633564546,0.0967741935483871,False,5,0.050000000000000044,-0.007168458781362012,0.04891102903978184,-0.013806494454321694,-0.012669796726496763,0.06451612903225806
liver__gcn__seed2026,hepatotoxic_class,ig,include_all_exact_ties_v2,0.1,corrected,84,0.84,0.0672077922077922,0.09464285714285714,False,33,31,0.0678640356059711,0.8754435554696915,0.28822985224569686,0.28178526021922706,0.06451612903225806,naive,79,0.79,0.09424284865461335,0.12088276487065412,False,33,31,0.08680924809957069,0.8285211857615227,0.2965731113082187,0.2877888130027978,0.06451612903225806,False,5,0.04999999999999993,-0.018945212493599595,0.046922369708168876,-0.008343259062521813,-0.006003552783570731,0.0
liver__gcn__seed2026,hepatotoxic_class,ig,include_all_exact_ties_v2,0.2,corrected,70,0.7000000000000001,0.17540814305520183,0.19966084473004883,False,33,31,0.11667454409389894,0.7459589928020012,0.31061931790259956,0.29077657252582034,0.03225806451612903,naive,66,0.66,0.1959292885763474,0.2195784271476313,False,33,31,0.13546220804285322,0.6975703717402757,0.32023228984803936,0.2955113487608743,0.03225806451612903,False,4,0.040000000000000036,-0.018787663948954286,0.04838862106172548,-0.009612971945439808,-0.004734776235053972,0.0
liver__gcn__seed2026,hepatotoxic_class,saliency,index_tiebreak_v1,0.05,corrected,93,0.93,0.011660724896019017,0.04072952710495963,False,33,31,0.03379416282642089,0.9554825612409047,0.27496250890803225,0.27283218309349594,0.12903225806451613,naive,92,0.92,0.04753416518122401,0.07554786620530565,False,33,31,0.03379416282642089,0.9472535381731719,0.27681403083669304,0.2746837050221568,0.0967741935483871,False,1,0.010000000000000009,0.0,0.008229023067732766,-0.001851521928660782,-0.0018515219286608375,0.03225806451612903
liver__gcn__seed2026,hepatotoxic_class,saliency,index_tiebreak_v1,0.1,corrected,86,0.86,0.06439802028037322,0.0919157255662446,False,33,31,0.09715821812596007,0.886507898753899,0.28307501207466174,0.2788381506970833,0.03225806451612903,naive,77,0.77,0.09992017786135432,0.12639311380660861,False,33,31,0.1422072551104809,0.7969036435440863,0.29088639146215595,0.27745293562046125,0.0,False,9,0.08999999999999997,-0.04504903698452084,0.08960425520981274,-0.007811379387494211,0.0013852150766220372,0.03225806451612903
liver__gcn__seed2026,hepatotoxic_class,saliency,index_tiebreak_v1,0.2,corrected,58,0.58,0.17258134022839902,0.1969171831628579,False,33,31,0.25642010319429676,0.605341005431712,0.3227073929150903,0.28724957476976587,0.0,naive,53,0.53,0.19531808061219824,0.21898519588831006,False,33,31,0.27692110756626886,0.554856954176084,0.33008663066462934,0.29114777260313063,0.0,False,5,0.04999999999999993,-0.02050100437197211,0.05048405125562794,-0.007379237749539025,-0.0038981978333647582,0.0
liver__gcn__seed2026,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.05,corrected,93,0.93,0.009135472370766489,0.03827854671280277,False,33,31,0.01536098310291859,0.9687774506177926,0.2754258727539987,0.27455272213551707,0.3548387096774194,naive,91,0.91,0.049337916984975805,0.07729856648541769,False,33,31,0.023425499231950846,0.9516531568034569,0.2772027702654685,0.2755964818170748,0.25806451612903225,False,2,0.020000000000000018,-0.008064516129032256,0.017124293814335778,-0.0017768975114698105,-0.0010437596815577321,0.09677419354838712
liver__gcn__seed2026,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.1,corrected,86,0.86,0.06439802028037322,0.0919157255662446,False,33,31,0.09715821812596007,0.8952827712955299,0.28154111040949925,0.2773515135953144,0.06451612903225806,naive,77,0.77,0.09992017786135432,0.12639311380660861,False,33,31,0.1314545669384379,0.805425600714051,0.2932968841952293,0.28139952666382645,0.03225806451612903,False,9,0.08999999999999997,-0.03429634881247784,0.0898571705814789,-0.011755773785730061,-0.004048013068512046,0.03225806451612903
liver__gcn__seed2026,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.2,corrected,54,0.54,0.1680877945583828,0.19255580060078328,False,33,31,0.27692110756626886,0.565604776878366,0.32545506151693115,0.28669541492496653,0.0,naive,48,0.48,0.19874803845392078,0.22231427261704076,False,33,31,0.31116822245854503,0.5115833058967726,0.34206997201229694,0.293573188909252,0.0,False,6,0.06000000000000005,-0.034247114892276165,0.05402147098159338,-0.016614910495365787,-0.006877773984285462,0.0
liver__gcn__seed2026,observed_class,atom_occlusion,index_tiebreak_v1,0.05,corrected,96,0.96,0.01544011544011544,0.04439775910364146,False,33,31,0.0035842293906810053,0.9902002606390994,0.2716387796227103,0.2712711663518712,0.7096774193548387,naive,94,0.9400000000000001,0.030928330928330926,0.059430438842203545,False,33,31,0.034050179211469536,0.9649302124271364,0.2726989986714464,0.27054051908237653,0.22580645161290322,False,2,0.019999999999999907,-0.03046594982078853,0.025270048211962992,-0.0010602190487360996,0.0007306472694946775,0.4838709677419355
liver__gcn__seed2026,observed_class,atom_occlusion,index_tiebreak_v1,0.1,corrected,92,0.92,0.07107984607984608,0.09840102707749766,False,33,31,0.036531568789633304,0.9472535381731719,0.2751277587047503,0.27234433655525403,0.0967741935483871,naive,91,0.91,0.08623136123136123,0.11310690943043884,False,33,31,0.04190791287565481,0.939553010556796,0.2760360223672216,0.2729034869653863,0.06451612903225806,False,1,0.010000000000000009,-0.0053763440860215075,0.007700527616375963,-0.0009082636624712648,-0.0005591504101322697,0.03225806451612903
liver__gcn__seed2026,observed_class,atom_occlusion,index_tiebreak_v1,0.2,corrected,83,0.8300000000000001,0.1655474699592347,0.1900901914310219,False,33,31,0.13673244318405608,0.8555840841239669,0.2849142843528295,0.27789394341801216,0.0,naive,81,0.81,0.18151483592660067,0.20558792898758302,False,33,31,0.1562389223679546,0.836277122229724,0.28564777310367095,0.277293512596709,0.0,False,2,0.020000000000000018,-0.01950647918389853,0.01930696189424297,-0.0007334887508414489,0.0006004308213031773,0.0
liver__gcn__seed2026,observed_class,atom_occlusion,include_all_exact_ties_v2,0.05,corrected,96,0.96,0.01544011544011544,0.04439775910364146,False,33,31,0.0035842293906810053,0.9902002606390994,0.2716387796227103,0.2712711663518712,0.7096774193548387,naive,94,0.9400000000000001,0.030928330928330926,0.059430438842203545,False,33,31,0.034050179211469536,0.9649302124271364,0.2726989986714464,0.27054051908237653,0.22580645161290322,False,2,0.019999999999999907,-0.03046594982078853,0.025270048211962992,-0.0010602190487360996,0.0007306472694946775,0.4838709677419355
liver__gcn__seed2026,observed_class,atom_occlusion,include_all_exact_ties_v2,0.1,corrected,92,0.92,0.06501924001924002,0.0925186741363212,False,33,31,0.036531568789633304,0.9472535381731719,0.2751277587047503,0.27234433655525403,0.0967741935483871,naive,91,0.91,0.08017075517075517,0.10722455648926237,False,33,31,0.04190791287565481,0.939553010556796,0.2760360223672216,0.2729034869653863,0.06451612903225806,False,1,0.010000000000000009,-0.0053763440860215075,0.007700527616375963,-0.0009082636624712648,-0.0005591504101322697,0.03225806451612903
liver__gcn__seed2026,observed_class,atom_occlusion,include_all_exact_ties_v2,0.2,corrected,83,0.8300000000000001,0.1655474699592347,0.1900901914310219,False,33,31,0.13673244318405608,0.8591683135146478,0.28446625567899436,0.277445914744177,0.03225806451612903,naive,81,0.81,0.18151483592660067,0.20558792898758302,False,33,31,0.1562389223679546,0.839861351620405,0.2851997444298358,0.27684548392287384,0.03225806451612903,False,2,0.020000000000000018,-0.01950647918389853,0.019306961894242858,-0.0007334887508414489,0.0006004308213031773,0.0
liver__gcn__seed2026,observed_class,gradinput,index_tiebreak_v1,0.05,corrected,95,0.9500000000000001,0.01878121878121878,0.047640594699418226,False,33,31,0.057268895978573396,0.9738696534249016,0.2689673436302438,0.2662070536070911,0.3548387096774194,naive,94,0.9400000000000001,0.024841824841824837,0.05352294764059469,False,33,31,0.07877427232265939,0.9649302124271364,0.2671118438907433,0.26366425291438533,0.22580645161290322,False,1,0.010000000000000009,-0.021505376344085995,0.008939440997765224,0.0018554997395005546,0.0025428006927057933,0.12903225806451615
liver__gcn__seed2026,observed_class,gradinput,index_tiebreak_v1,0.1,corrected,91,0.91,0.06803849745026215,0.09544912987819562,False,33,31,0.08125566190082317,0.939553010556796,0.271807076932105,0.26779976517162235,0.06451612903225806,naive,90,0.9,0.09242337183513652,0.11911680207527955,False,33,31,0.08483989129150418,0.9252950000969127,0.2760939627089882,0.2714222333061593,0.06451612903225806,False,1,0.010000000000000009,-0.0035842293906810097,0.014258010459883286,-0.0042868857768832425,-0.003622468134536927,0.0
liver__gcn__seed2026,observed_class,gradinput,index_tiebreak_v1,0.2,corrected,83,0.8300000000000001,0.1612434950670245,0.18591280403564145,False,33,31,0.13265587459135844,0.8555840841239669,0.2834004138751337,0.2753698913523641,0.0,naive,81,0.81,0.1789933922286864,0.2031406453984309,False,33,31,0.15408247666312183,0.836277122229724,0.28093736825095117,0.27057260885820394,0.0,False,2,0.020000000000000018,-0.02142660207176339,0.01930696189424297,0.002463045624182536,0.004797282494160171,0.0
liver__gcn__seed2026,observed_class,gradinput,include_all_exact_ties_v2,0.05,corrected,94,0.9400000000000001,0.01878121878121878,0.047640594699418226,False,33,31,0.07877427232265939,0.9664663107374282,0.2670350389752287,0.26358744799887074,0.25806451612903225,naive,94,0.9400000000000001,0.01878121878121878,0.047640594699418226,False,33,31,0.07877427232265939,0.9664663107374282,0.2670350389752287,0.26358744799887074,0.25806451612903225,True,0,0.0,0.0,0.0,0.0,0.0,0.0
liver__gcn__seed2026,observed_class,gradinput,include_all_exact_ties_v2,0.1,corrected,91,0.91,0.05591728532905003,0.08368442399584267,False,33,31,0.08125566190082317,0.9477371651119182,0.270740670220537,0.2667333584600544,0.1935483870967742,naive,89,0.89,0.091894271306036,0.11860326332644672,False,33,31,0.1009689235495687,0.9282208969173414,0.27383917821861004,0.26930893155488683,0.16129032258064516,False,2,0.020000000000000018,-0.019713261648745525,0.019516268194576747,-0.0030985079980730412,-0.0025755730948324174,0.03225806451612903
liver__gcn__seed2026,observed_class,gradinput,include_all_exact_ties_v2,0.2,corrected,83,0.8300000000000001,0.15619299001651943,0.18101084325132769,False,33,31,0.12907164520067743,0.8629416793569792,0.28349265999011547,0.2757093773709673,0.03225806451612903,naive,81,0.81,0.1789933922286864,0.2031406453984309,False,33,31,0.1433297884910788,0.8431614093714156,0.2834523923703895,0.2735582117014918,0.03225806451612903,False,2,0.020000000000000018,-0.01425814329040137,0.019780269985563592,4.026761972597548e-05,0.0021511656694754855,0.0
liver__gcn__seed2026,observed_class,ig,index_tiebreak_v1,0.05,corrected,95,0.9500000000000001,0.009899414311179019,0.03902001977261493,False,33,31,0.057268895978573396,0.9738696534249016,0.2689673436302438,0.2662070536070911,0.3548387096774194,naive,94,0.9400000000000001,0.02505092946269417,0.05372590212555611,False,33,31,0.07877427232265939,0.9649302124271364,0.2671118438907433,0.26366425291438533,0.22580645161290322,False,1,0.010000000000000009,-0.021505376344085995,0.008939440997765224,0.0018554997395005546,0.0025428006927057933,0.12903225806451615
liver__gcn__seed2026,observed_class,ig,index_tiebreak_v1,0.1,corrected,91,0.91,0.06319709702062644,0.09075012357884331,False,33,31,0.1009689235495687,0.939553010556796,0.26821260688602205,0.2637796514740894,0.06451612903225806,naive,89,0.89,0.09946551270080684,0.1259518211507831,False,33,31,0.12068218519831422,0.9199599374467046,0.2717059190989332,0.26670286787072467,0.06451612903225806,False,2,0.020000000000000018,-0.019713261648745525,0.019593073110091397,-0.0034933122129111593,-0.0029232163966352864,0.0
liver__gcn__seed2026,observed_class,ig,index_tiebreak_v1,0.2,corrected,81,0.81,0.17503264709147065,0.19929639276525093,False,33,31,0.15618968844775297,0.836277122229724,0.28712468470367253,0.27802995662362534,0.0,naive,79,0.79,0.19371951577833935,0.21743364766721174,False,33,31,0.15977391783843395,0.8164803309362875,0.29144750251987145,0.28160374817396977,0.0,False,2,0.020000000000000018,-0.003584229390680982,0.019796791293436478,-0.004322817816198921,-0.0035737915503444295,0.0
liver__gcn__seed2026,observed_class,ig,include_all_exact_ties_v2,0.05,corrected,94,0.9400000000000001,0.009899414311179019,0.03902001977261493,False,33,31,0.07877427232265939,0.9679325863972523,0.2668255710238252,0.2633779800474673,0.2903225806451613,naive,91,0.91,0.04198497580850522,0.07016188828472565,False,33,31,0.08483989129150418,0.9471873117394842,0.2695096968927895,0.26523035131188594,0.1935483870967742,False,3,0.030000000000000027,-0.006065618968844791,0.020745274657768098,-0.002684125868964271,-0.0018523712644186174,0.09677419354838712
liver__gcn__seed2026,observed_class,ig,include_all_exact_ties_v2,0.1,corrected,90,0.9,0.05973487297016709,0.08738972964751511,False,33,31,0.08842412068218518,0.9315398305352915,0.273611246406238,0.26871464409602336,0.12903225806451613,naive,88,0.88,0.09929716253245666,0.12578842245797264,False,33,31,0.10455315294024971,0.9165675388550649,0.2750575837140932,0.2700356272702353,0.12903225806451613,False,2,0.020000000000000018,-0.01612903225806453,0.014972291680226624,-0.0014463373078552055,-0.0013209831742119205,0.0
liver__gcn__seed2026,observed_class,ig,include_all_exact_ties_v2,0.2,corrected,81,0.81,0.17250739456621816,0.1968454123730941,False,33,31,0.15618968844775297,0.839861351620405,0.2866766560298374,0.2775819279497902,0.03225806451612903,naive,78,0.78,0.19951840098898926,0.22306197743048958,False,33,31,0.16438221276930953,0.8142889329376998,0.2913585014121946,0.2810969995397869,0.03225806451612903,False,3,0.030000000000000027,-0.008192524321556566,0.02557241868270521,-0.004681845382357219,-0.003515071589996699,0.0
liver__gcn__seed2026,observed_class,saliency,index_tiebreak_v1,0.05,corrected,95,0.9500000000000001,0.011631016042780747,0.04070069204152249,False,33,31,0.002304147465437787,0.9738696534249016,0.27749298606929884,0.2763894207042733,0.3548387096774194,naive,93,0.93,0.030149534561299266,0.058674548250672816,False,33,31,0.05798771121351766,0.9554825612409047,0.27161722814339667,0.2692244855341855,0.12903225806451613,False,2,0.020000000000000018,-0.055683563748079874,0.018387092183996923,0.00587575792590217,0.007164935170087816,0.22580645161290325
liver__gcn__seed2026,observed_class,saliency,index_tiebreak_v1,0.1,corrected,91,0.91,0.0665641003876298,0.09401809743505246,False,33,31,0.06605222734254992,0.939553010556796,0.27298056072517246,0.26985468028604925,0.06451612903225806,naive,89,0.89,0.0944409076762018,0.12107499862690174,False,33,31,0.07296466973886329,0.9199599374467046,0.27659904802081386,0.27198357779688465,0.06451612903225806,False,2,0.020000000000000018,-0.006912442396313362,0.019593073110091397,-0.003618487295641404,-0.0021288975108353925,0.0
liver__gcn__seed2026,observed_class,saliency,index_tiebreak_v1,0.2,corrected,81,0.81,0.16864654952890248,0.19309812160158182,False,33,31,0.16817322462483753,0.836277122229724,0.28074163789817486,0.2710592994506008,0.0,naive,76,0.76,0.18788303200067907,0.2117688251771297,False,33,31,0.1825298357556422,0.7857329420128534,0.2879238950398617,0.27405299187395504,0.0,False,5,0.050000000000000044,-0.014356611130804664,0.05054418021687057,-0.007182257141686854,-0.002993692423354233,0.0
liver__gcn__seed2026,observed_class,saliency,include_all_exact_ties_v2,0.05,corrected,93,0.93,0.014998019409784116,0.04396866589773164,False,33,31,0.039554531490015366,0.963751441326423,0.2727572784345505,0.27162171102139404,0.2903225806451613,naive,91,0.91,0.04708358090711032,0.07511053440984237,False,33,31,0.04761904761904762,0.9466271475120875,0.27453417594602025,0.2726654707029517,0.1935483870967742,False,2,0.020000000000000018,-0.008064516129032258,0.017124293814335445,-0.001776897511469755,-0.0010437596815576766,0.09677419354838712
liver__gcn__seed2026,observed_class,saliency,include_all_exact_ties_v2,0.1,corrected,90,0.9,0.05465933848286789,0.08246347558631296,False,33,31,0.05222734254992319,0.9291433306005913,0.2792468573948791,0.2752276145174019,0.12903225806451613,naive,89,0.89,0.09011190334719746,0.11687331795463282,False,33,31,0.05683563748079877,0.9255060608196531,0.27819649514907097,0.2737346347561709,0.12903225806451613,False,1,0.010000000000000009,-0.004608294930875577,0.003637269780938146,0.001050362245808123,0.001492979761231028,0.0
liver__gcn__seed2026,observed_class,saliency,include_all_exact_ties_v2,0.2,corrected,77,0.77,0.17239198709786946,0.19673339924204977,False,33,31,0.1717771475835992,0.8048572192395973,0.2877484772369161,0.2754136723813013,0.03225806451612903,naive,70,0.7000000000000001,0.1901715931127696,0.21399007566827638,False,33,31,0.22317736027413448,0.7416532939142588,0.29801558467942174,0.2799728083020998,0.03225806451612903,False,7,0.06999999999999995,-0.051400212690535296,0.06320392532533847,-0.01026710744250564,-0.004559135920798485,0.0
liver__gcn__seed42,hepatotoxic_class,atom_occlusion,index_tiebreak_v1,0.05,corrected,96,0.96,0.012785417197181901,0.041821140220794195,False,33,31,0.006065618968844775,0.9902002606390994,0.2703980848336284,0.2694790516565307,0.7096774193548387,naive,93,0.93,0.047059530883060294,0.07508719173944088,False,33,31,0.025188073575170347,0.9554825612409047,0.27290732050544037,0.26901746219915695,0.12903225806451613,False,3,0.029999999999999916,-0.01912245460632557,0.03471769939819469,-0.002509235671811938,0.00046158945737373447,0.5806451612903226
liver__gcn__seed42,hepatotoxic_class,atom_occlusion,index_tiebreak_v1,0.1,corrected,91,0.91,0.057680445915740036,0.08539572691821828,False,33,31,0.03304580723935562,0.939553010556796,0.2740317522031539,0.26908781836874174,0.06451612903225806,naive,89,0.89,0.09206191412073766,0.11876597547012772,False,33,31,0.04817046752530624,0.9199599374467046,0.2733007776637199,0.2646987832161508,0.06451612903225806,False,2,0.020000000000000018,-0.015124660285950615,0.019593073110091397,0.0007309745394339928,0.0043890351525909255,0.0
liver__gcn__seed42,hepatotoxic_class,atom_occlusion,index_tiebreak_v1,0.2,corrected,78,0.78,0.17123214476155654,0.1956076699156284,False,33,31,0.12538894796959313,0.8107047035470187,0.2699408184537646,0.24817389334048848,0.0,naive,76,0.76,0.19661607455725102,0.2202450135408613,False,33,31,0.1278703375477569,0.7857329420128534,0.27581187310984234,0.2524786442353931,0.0,False,2,0.020000000000000018,-0.0024813895781637674,0.02497176153416536,-0.005871054656077734,-0.0043047508949046465,0.0
liver__gcn__seed42,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.05,corrected,96,0.96,0.012785417197181901,0.041821140220794195,False,33,31,0.006065618968844775,0.9902002606390994,0.2703980848336284,0.2694790516565307,0.7096774193548387,naive,93,0.93,0.047059530883060294,0.07508719173944088,False,33,31,0.025188073575170347,0.9554825612409047,0.27290732050544037,0.26901746219915695,0.12903225806451613,False,3,0.029999999999999916,-0.01912245460632557,0.03471769939819469,-0.002509235671811938,0.00046158945737373447,0.5806451612903226
liver__gcn__seed42,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.1,corrected,91,0.91,0.057680445915740036,0.08539572691821828,False,33,31,0.03304580723935562,0.939553010556796,0.2740317522031539,0.26908781836874174,0.06451612903225806,naive,89,0.89,0.09206191412073766,0.11876597547012772,False,33,31,0.04817046752530624,0.9199599374467046,0.2733007776637199,0.2646987832161508,0.06451612903225806,False,2,0.020000000000000018,-0.015124660285950615,0.019593073110091397,0.0007309745394339928,0.0043890351525909255,0.0
liver__gcn__seed42,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.2,corrected,78,0.78,0.17123214476155654,0.1956076699156284,False,33,31,0.12538894796959313,0.8107047035470187,0.2699408184537646,0.24817389334048848,0.0,naive,76,0.76,0.19661607455725102,0.2202450135408613,False,33,31,0.1278703375477569,0.7869276851430804,0.2753231145565676,0.25206957457667406,0.0,False,2,0.020000000000000018,-0.0024813895781637674,0.02377701840393831,-0.005382296102802997,-0.003895681236185583,0.0
liver__gcn__seed42,hepatotoxic_class,gradinput,index_tiebreak_v1,0.05,corrected,94,0.9400000000000001,0.018776702600232013,0.04763621134728401,False,33,31,0.01912245460632557,0.9649302124271364,0.27380027195013906,0.2710344696124758,0.22580645161290322,naive,91,0.91,0.03389312212841625,0.06230803030110989,False,33,31,0.03214974989168537,0.939553010556796,0.2743330920630676,0.2695203193585617,0.06451612903225806,False,3,0.030000000000000027,-0.0130272952853598,0.025377201870340427,-0.0005328201129285448,0.0015141502539141038,0.16129032258064516
liver__gcn__seed42,hepatotoxic_class,gradinput,index_tiebreak_v1,0.1,corrected,84,0.84,0.07038277626512922,0.09772445931615482,False,33,31,0.094164795777699,0.8620010109363151,0.26934743792186727,0.2529787022936543,0.0,naive,81,0.81,0.09062283032871268,0.11736921767198584,False,33,31,0.11620189845996298,0.836277122229724,0.2683766683562853,0.2486728928413402,0.0,False,3,0.029999999999999916,-0.022037102682263984,0.025723888706591147,0.0009707695655819526,0.004305809452314124,0.0
